batch,user_id,secondjudging,showntojudges,secondround,semifinals,livefinals,filename,title,j_scores,o_scores,j_score_data,o_score_data,path
1,6020,True,True,True,False,False,93695__6020__59639.jpg,project,"{""R"": 1, ""L"": 2, ""M"": 2, ""P"": 2, ""H"": 4}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2.2, ""variance"": 1.2, ""label"": 0, ""scores"": [1, 2, 2, 2, 4]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 4, 3, 3, 5]}",4-1-6020
1,1983,True,True,False,False,False,64946__1983__64946.jpg,project,"{""R"": 3, ""L"": 1, ""M"": 1, ""P"": 1, ""H"": 3}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 1.8, ""variance"": 1.2, ""label"": 0, ""scores"": [3, 1, 1, 1, 3]}","{""score"": 4.666, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 3, 3, 5]}",4-1-1983
1,5966,True,True,False,False,False,52056__5966__65025.jpg,project,"{""R"": 1, ""L"": 2, ""M"": 2, ""P"": 1, ""H"": 3}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 1.8, ""variance"": 0.7, ""label"": 0, ""scores"": [1, 2, 2, 1, 3]}","{""score"": 4.666, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 3, 3, 5]}",4-1-5966
1,313,True,True,True,True,True,96685__313__58669.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 4, ""P"": 5, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 5, ""r"": 3}","{""score"": 2, ""raw_mean"": 4, ""mean_all"": 3.4, ""variance"": 1.3, ""label"": 0, ""scores"": [3, 2, 4, 5, 3]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 4, 3, 5, 3]}",4-1-313
1,1709,True,True,True,True,False,50055__1709__55005.jpg,project,"{""R"": 2, ""L"": 4, ""M"": 4, ""P"": 3, ""H"": 4}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 1, ""raw_mean"": 4, ""mean_all"": 3.4, ""variance"": 0.8, ""label"": 0, ""scores"": [2, 4, 4, 3, 4]}","{""score"": 4.666, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.7, ""label"": 0, ""scores"": [4, 3, 3, 4, 5]}",4-1-1709
1,4320,True,True,True,False,False,46846__4320__64864.jpg,project,"{""R"": 2, ""L"": 3, ""M"": 2, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2.4, ""variance"": 0.3, ""label"": 0, ""scores"": [2, 3, 2, 2, 3]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [4, 3, 3, 3, 5]}",4-1-4320
2,4223,True,True,False,False,False,49075__4223__57094.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 2, ""P"": 3, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2.2, ""variance"": 0.2, ""label"": 0, ""scores"": [2, 2, 2, 3, 2]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 3, 4, 5]}",4-2-4223
1,5815,True,True,True,True,True,93045__5815__54039.jpg,project,"{""R"": 4, ""L"": 5, ""M"": 5, ""P"": 5, ""H"": 3}","{""a"": 3, ""m"": 3, ""t"": 5, ""p"": 4, ""r"": 3}","{""score"": 5, ""raw_mean"": 5, ""mean_all"": 4.4, ""variance"": 0.8, ""label"": 0, ""scores"": [4, 5, 5, 5, 3]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 5, 4, 3]}",4-1-5815
1,5730,True,True,True,True,False,62435__5730__53426.jpg,project,"{""R"": 3, ""L"": 5, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 4, ""p"": 3, ""r"": 5}","{""score"": 2, ""raw_mean"": 3.6666666666666665, ""mean_all"": 3.2, ""variance"": 1.2, ""label"": 0, ""scores"": [3, 5, 3, 2, 3]}","{""score"": 4.666, ""raw_mean"": 4, ""mean"": 4, ""variance"": 0.5, ""label"": 2, ""scores"": [4, 4, 4, 3, 5]}",4-1-5730
1,2262,True,True,True,True,False,50565__2262__56505.jpg,project,"{""R"": 1, ""L"": 3, ""M"": 4, ""P"": 1, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.4, ""variance"": 1.8, ""label"": 0, ""scores"": [1, 3, 4, 1, 3]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 4, 3, 3, 5]}",4-1-2262
1,774,True,True,True,False,False,46635__774__53664.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2.4, ""variance"": 0.3, ""label"": 0, ""scores"": [2, 2, 3, 2, 3]}","{""score"": 4.666, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.7, ""label"": 0, ""scores"": [4, 3, 3, 4, 5]}",4-1-774
1,2908,True,True,True,True,True,14055__2908__55041.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 4, ""P"": 4, ""H"": 4}","{""a"": 4, ""m"": 3, ""t"": 5, ""p"": 4, ""r"": 4}","{""score"": 1, ""raw_mean"": 4, ""mean_all"": 3.2, ""variance"": 1.2, ""label"": 0, ""scores"": [2, 2, 4, 4, 4]}","{""score"": 4.666, ""raw_mean"": 4, ""mean"": 4, ""variance"": 0.5, ""label"": 2, ""scores"": [4, 3, 5, 4, 4]}",4-1-2908
1,3908,True,True,True,True,False,31906__3908__60913.jpg,project,"{""R"": 3, ""L"": 4, ""M"": 3, ""P"": 2, ""H"": 4}","{""a"": 4, ""m"": 5, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 1, ""raw_mean"": 3.6666666666666665, ""mean_all"": 3.2, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 4, 3, 2, 4]}","{""score"": 4.666, ""raw_mean"": 4, ""mean"": 4, ""variance"": 0.5, ""label"": 2, ""scores"": [4, 5, 3, 4, 4]}",4-1-3908
1,16,True,True,True,False,False,10345__16__54301.jpg,project,"{""R"": 1, ""L"": 3, ""M"": 2, ""P"": 2, ""H"": 4}","{""a"": 4, ""m"": 3, ""t"": 4, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.4, ""variance"": 1.3, ""label"": 0, ""scores"": [1, 3, 2, 2, 4]}","{""score"": 4.666, ""raw_mean"": 4, ""mean"": 4, ""variance"": 0.5, ""label"": 2, ""scores"": [4, 3, 4, 4, 5]}",4-1-16
1,1477,True,True,True,False,False,88795__1477__59788.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 3, ""P"": 1, ""H"": 4}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.2, ""variance"": 1.7, ""label"": 0, ""scores"": [2, 1, 3, 1, 4]}","{""score"": 4.666, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.7, ""label"": 0, ""scores"": [4, 4, 3, 3, 5]}",4-1-1477
1,6251,True,True,True,False,False,30266__6251__66203.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 3, ""P"": 1, ""H"": 4}","{""a"": 3, ""m"": 5, ""t"": 4, ""p"": 3, ""r"": 3}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.2, ""variance"": 1.7, ""label"": 0, ""scores"": [2, 1, 3, 1, 4]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 5, 4, 3, 3]}",4-1-6251
2,6141,True,True,False,False,False,58226__6141__62285.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 2, ""P"": 2, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2.2, ""variance"": 0.2, ""label"": 0, ""scores"": [3, 2, 2, 2, 2]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 3, 4, 5]}",4-2-6141
1,6141,True,True,True,False,False,76226__6141__62267.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 3, ""P"": 1, ""H"": 3}","{""a"": 3, ""m"": 5, ""t"": 2, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2, ""variance"": 1, ""label"": 0, ""scores"": [2, 1, 3, 1, 3]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 1.3, ""label"": 0, ""scores"": [3, 5, 2, 4, 4]}",4-1-6141
1,1414,True,True,True,True,False,58746__1414__64785.jpg,project,"{""R"": 3, ""L"": 3, ""M"": 2, ""P"": 2, ""H"": 4}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.8, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 3, 2, 2, 4]}","{""score"": 4.666, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 4, 3, 4, 5]}",4-1-1414
1,1824,True,True,True,True,False,47955__1824__55974.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 3, ""P"": 2, ""H"": 4}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.8, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 2, 3, 2, 4]}","{""score"": 4.666, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 4, 3, 4, 5]}",4-1-1824
1,1129,True,True,False,False,False,55916__1129__61955.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 1, ""P"": 2, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [3, 2, 1, 2, 2]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 3, 4, 5]}",4-1-1129
2,1842,True,True,False,False,False,99956__1842__65999.jpg,project,"{""R"": 1, ""L"": 1, ""M"": 2, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 2, ""t"": 4, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 1.6, ""variance"": 0.3, ""label"": 0, ""scores"": [1, 1, 2, 2, 2]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 1.3, ""label"": 0, ""scores"": [4, 2, 4, 3, 5]}",4-2-1842
1,6163,True,True,False,False,False,03736__6163__63730.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 1, ""P"": 1, ""H"": 2}","{""a"": 2, ""m"": 3, ""t"": 5, ""p"": 2, ""r"": 3}","{""score"": 0, ""raw_mean"": 1.6666666666666667, ""mean_all"": 1.4, ""variance"": 0.3, ""label"": 0, ""scores"": [2, 1, 1, 1, 2]}","{""score"": 4.666, ""raw_mean"": 3, ""mean"": 3, ""variance"": 1.5, ""label"": 0, ""scores"": [2, 3, 5, 2, 3]}",4-1-6163
1,70,True,True,True,True,False,43536__70__63534.jpg,project,"{""R"": 4, ""L"": 4, ""M"": 2, ""P"": 2, ""H"": 4}","{""a"": 4, ""m"": 3, ""t"": 4, ""p"": 4, ""r"": 5}","{""score"": 1, ""raw_mean"": 4, ""mean_all"": 3.2, ""variance"": 1.2, ""label"": 0, ""scores"": [4, 4, 2, 2, 4]}","{""score"": 4.666, ""raw_mean"": 4, ""mean"": 4, ""variance"": 0.5, ""label"": 2, ""scores"": [4, 3, 4, 4, 5]}",4-1-70
1,4528,True,True,False,False,False,61006__4528__60016.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 1, ""P"": 1, ""H"": 2}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 5}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 1.6, ""variance"": 0.3, ""label"": 0, ""scores"": [2, 2, 1, 1, 2]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 4, 3, 3, 5]}",4-1-4528
1,2695,True,True,True,False,False,40446__2695__64404.jpg,project,"{""R"": 3, ""L"": 3, ""M"": 3, ""P"": 3, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 3, ""variance"": 0, ""label"": 0, ""scores"": [3, 3, 3, 3, 3]}","{""score"": 4.666, ""raw_mean"": 4, ""mean"": 4, ""variance"": 0.5, ""label"": 2, ""scores"": [4, 4, 3, 4, 5]}",4-1-2695
2,1177,True,True,False,False,False,18485__1177__58481.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 2, ""P"": 3, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 5}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [2, 1, 2, 3, 2]}","{""score"": 4.666, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 3, 4, 5]}",4-2-1177
1,5767,True,True,True,False,False,50535__5767__53505.jpg,project,"{""R"": 3, ""L"": 1, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 2, ""m"": 3, ""t"": 4, ""p"": 4, ""r"": 3}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.4, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 1, 3, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.2, ""mean"": 3.2, ""variance"": 0.7, ""label"": 0, ""scores"": [2, 3, 4, 4, 3]}",4-1-5767
1,1632,True,True,False,False,False,95106__1632__60159.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 2, ""P"": 2, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 2, ""variance"": 0, ""label"": 0, ""scores"": [2, 2, 2, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 4, 4]}",4-1-1632
1,116,True,True,False,False,False,06255__116__55260.jpg,project,"{""R"": 3, ""L"": 1, ""M"": 2, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [3, 1, 2, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 4]}",4-1-116
